,country,org_type,flow_type,transaction_type,year,quarter,month,aggregate_type,variable,value,timeframe,measure
14873,Belgium,Belgium,Not specified,Commitments,2020,3,NA,Specific donor,Proportion,0,Quarterly,Population in poverty
14883,Belgium,Belgium,Not specified,Commitments,2020,4,NA,Specific donor,Proportion,0,Quarterly,Population in poverty
14933,Canada,Canada,5-20%,Commitments,2019,1,NA,Specific donor,Proportion,0.182970142,Quarterly,Population in poverty
14943,Canada,Canada,5-20%,Commitments,2019,2,NA,Specific donor,Proportion,0.095291927,Quarterly,Population in poverty
14953,Canada,Canada,5-20%,Commitments,2019,3,NA,Specific donor,Proportion,0.112483987,Quarterly,Population in poverty
14963,Canada,Canada,5-20%,Commitments,2019,4,NA,Specific donor,Proportion,0.065007302,Quarterly,Population in poverty
14973,Canada,Canada,5-20%,Commitments,2020,1,NA,Specific donor,Proportion,0.110416624,Quarterly,Population in poverty
14983,Canada,Canada,5-20%,Commitments,2020,2,NA,Specific donor,Proportion,0.185588543,Quarterly,Population in poverty
14993,Canada,Canada,5-20%,Commitments,2020,3,NA,Specific donor,Proportion,0.056749943,Quarterly,Population in poverty
15003,Canada,Canada,5-20%,Commitments,2020,4,NA,Specific donor,Proportion,0.243260681,Quarterly,Population in poverty
150513,Canada,Canada,Above 20%,Commitments,2019,1,NA,Specific donor,Proportion,0.549898589,Quarterly,Population in poverty
150613,Canada,Canada,Above 20%,Commitments,2019,2,NA,Specific donor,Proportion,0.634367479,Quarterly,Population in poverty
150713,Canada,Canada,Above 20%,Commitments,2019,3,NA,Specific donor,Proportion,0.389159212,Quarterly,Population in poverty
150813,Canada,Canada,Above 20%,Commitments,2019,4,NA,Specific donor,Proportion,0.749471445,Quarterly,Population in poverty
150913,Canada,Canada,Above 20%,Commitments,2020,1,NA,Specific donor,Proportion,0.57444081,Quarterly,Population in poverty
151013,Canada,Canada,Above 20%,Commitments,2020,2,NA,Specific donor,Proportion,0.530961193,Quarterly,Population in poverty
151113,Canada,Canada,Above 20%,Commitments,2020,3,NA,Specific donor,Proportion,0.676117854,Quarterly,Population in poverty
151213,Canada,Canada,Above 20%,Commitments,2020,4,NA,Specific donor,Proportion,0.556055238,Quarterly,Population in poverty
15173,Canada,Canada,Less than 5%,Commitments,2019,1,NA,Specific donor,Proportion,0.265422879,Quarterly,Population in poverty
15183,Canada,Canada,Less than 5%,Commitments,2019,2,NA,Specific donor,Proportion,0.270340594,Quarterly,Population in poverty
15193,Canada,Canada,Less than 5%,Commitments,2019,3,NA,Specific donor,Proportion,0.498356801,Quarterly,Population in poverty
15203,Canada,Canada,Less than 5%,Commitments,2019,4,NA,Specific donor,Proportion,0.173994918,Quarterly,Population in poverty
15215,Canada,Canada,Less than 5%,Commitments,2020,1,NA,Specific donor,Proportion,0.302161707,Quarterly,Population in poverty
15223,Canada,Canada,Less than 5%,Commitments,2020,2,NA,Specific donor,Proportion,0.270091054,Quarterly,Population in poverty
15233,Canada,Canada,Less than 5%,Commitments,2020,3,NA,Specific donor,Proportion,0.250542891,Quarterly,Population in poverty
15243,Canada,Canada,Less than 5%,Commitments,2020,4,NA,Specific donor,Proportion,0.200684082,Quarterly,Population in poverty
15293,Canada,Canada,Not specified,Commitments,2019,1,NA,Specific donor,Proportion,0.001708391,Quarterly,Population in poverty
15303,Canada,Canada,Not specified,Commitments,2019,2,NA,Specific donor,Proportion,0,Quarterly,Population in poverty
15318,Canada,Canada,Not specified,Commitments,2019,3,NA,Specific donor,Proportion,0,Quarterly,Population in poverty
15323,Canada,Canada,Not specified,Commitments,2019,4,NA,Specific donor,Proportion,0.011526335,Quarterly,Population in poverty
15333,Canada,Canada,Not specified,Commitments,2020,1,NA,Specific donor,Proportion,0.012980859,Quarterly,Population in poverty
15343,Canada,Canada,Not specified,Commitments,2020,2,NA,Specific donor,Proportion,0.01335921,Quarterly,Population in poverty
15353,Canada,Canada,Not specified,Commitments,2020,3,NA,Specific donor,Proportion,0.016589311,Quarterly,Population in poverty
15363,Canada,Canada,Not specified,Commitments,2020,4,NA,Specific donor,Proportion,0,Quarterly,Population in poverty
154113,Denmark,Denmark,5-20%,Commitments,2019,1,NA,Specific donor,Proportion,0.131666671,Quarterly,Population in poverty
154213,Denmark,Denmark,5-20%,Commitments,2019,2,NA,Specific donor,Proportion,0.151075948,Quarterly,Population in poverty
154313,Denmark,Denmark,5-20%,Commitments,2019,3,NA,Specific donor,Proportion,0.013314967,Quarterly,Population in poverty
154413,Denmark,Denmark,5-20%,Commitments,2019,4,NA,Specific donor,Proportion,0.270749602,Quarterly,Population in poverty
154513,Denmark,Denmark,5-20%,Commitments,2020,1,NA,Specific donor,Proportion,0,Quarterly,Population in poverty
154613,Denmark,Denmark,5-20%,Commitments,2020,2,NA,Specific donor,Proportion,0.313973456,Quarterly,Population in poverty
154713,Denmark,Denmark,5-20%,Commitments,2020,3,NA,Specific donor,Proportion,0.000548907,Quarterly,Population in poverty
154813,Denmark,Denmark,5-20%,Commitments,2020,4,NA,Specific donor,Proportion,0.155337545,Quarterly,Population in poverty
15533,Denmark,Denmark,Above 20%,Commitments,2019,1,NA,Specific donor,Proportion,0.752674035,Quarterly,Population in poverty
15543,Denmark,Denmark,Above 20%,Commitments,2019,2,NA,Specific donor,Proportion,0.412737019,Quarterly,Population in poverty
15553,Denmark,Denmark,Above 20%,Commitments,2019,3,NA,Specific donor,Proportion,0.880401561,Quarterly,Population in poverty
15563,Denmark,Denmark,Above 20%,Commitments,2019,4,NA,Specific donor,Proportion,0.629405582,Quarterly,Population in poverty
15573,Denmark,Denmark,Above 20%,Commitments,2020,1,NA,Specific donor,Proportion,0.461797061,Quarterly,Population in poverty
15583,Denmark,Denmark,Above 20%,Commitments,2020,2,NA,Specific donor,Proportion,0.550605871,Quarterly,Population in poverty
15593,Denmark,Denmark,Above 20%,Commitments,2020,3,NA,Specific donor,Proportion,0.674086253,Quarterly,Population in poverty
15603,Denmark,Denmark,Above 20%,Commitments,2020,4,NA,Specific donor,Proportion,0.589514669,Quarterly,Population in poverty
15653,Denmark,Denmark,Less than 5%,Commitments,2019,1,NA,Specific donor,Proportion,0.115659294,Quarterly,Population in poverty
15663,Denmark,Denmark,Less than 5%,Commitments,2019,2,NA,Specific donor,Proportion,0.436187033,Quarterly,Population in poverty
15673,Denmark,Denmark,Less than 5%,Commitments,2019,3,NA,Specific donor,Proportion,0.106283472,Quarterly,Population in poverty
15683,Denmark,Denmark,Less than 5%,Commitments,2019,4,NA,Specific donor,Proportion,0.099844815,Quarterly,Population in poverty
15693,Denmark,Denmark,Less than 5%,Commitments,2020,1,NA,Specific donor,Proportion,0.538202939,Quarterly,Population in poverty
15703,Denmark,Denmark,Less than 5%,Commitments,2020,2,NA,Specific donor,Proportion,0.135420672,Quarterly,Population in poverty
15715,Denmark,Denmark,Less than 5%,Commitments,2020,3,NA,Specific donor,Proportion,0.325364841,Quarterly,Population in poverty
15723,Denmark,Denmark,Less than 5%,Commitments,2020,4,NA,Specific donor,Proportion,0.254765516,Quarterly,Population in poverty
157713,Denmark,Denmark,Not specified,Commitments,2019,1,NA,Specific donor,Proportion,0,Quarterly,Population in poverty
157813,Denmark,Denmark,Not specified,Commitments,2019,2,NA,Specific donor,Proportion,0,Quarterly,Population in poverty
157913,Denmark,Denmark,Not specified,Commitments,2019,3,NA,Specific donor,Proportion,0,Quarterly,Population in poverty
158013,Denmark,Denmark,Not specified,Commitments,2019,4,NA,Specific donor,Proportion,0,Quarterly,Population in poverty
158113,Denmark,Denmark,Not specified,Commitments,2020,1,NA,Specific donor,Proportion,0,Quarterly,Population in poverty
158213,Denmark,Denmark,Not specified,Commitments,2020,2,NA,Specific donor,Proportion,0,Quarterly,Population in poverty
158313,Denmark,Denmark,Not specified,Commitments,2020,3,NA,Specific donor,Proportion,0,Quarterly,Population in poverty
158413,Denmark,Denmark,Not specified,Commitments,2020,4,NA,Specific donor,Proportion,0.00038227,Quarterly,Population in poverty
15892,EC,EC,5-20%,Commitments,2019,1,NA,Specific donor,Proportion,0.112268313,Quarterly,Population in poverty
15902,EC,EC,5-20%,Commitments,2019,2,NA,Specific donor,Proportion,0.125158494,Quarterly,Population in poverty
15912,EC,EC,5-20%,Commitments,2019,3,NA,Specific donor,Proportion,0.101317045,Quarterly,Population in poverty
15922,EC,EC,5-20%,Commitments,2019,4,NA,Specific donor,Proportion,0.090910724,Quarterly,Population in poverty
15932,EC,EC,5-20%,Commitments,2020,1,NA,Specific donor,Proportion,0.111359863,Quarterly,Population in poverty
15942,EC,EC,5-20%,Commitments,2020,2,NA,Specific donor,Proportion,-0.06502767,Quarterly,Population in poverty
15952,EC,EC,5-20%,Commitments,2020,3,NA,Specific donor,Proportion,0.089957038,Quarterly,Population in poverty
15962,EC,EC,5-20%,Commitments,2020,4,NA,Specific donor,Proportion,0.092540151,Quarterly,Population in poverty
16014,EC,EC,Above 20%,Commitments,2019,1,NA,Specific donor,Proportion,0.183826787,Quarterly,Population in poverty
16022,EC,EC,Above 20%,Commitments,2019,2,NA,Specific donor,Proportion,0.144767539,Quarterly,Population in poverty
16032,EC,EC,Above 20%,Commitments,2019,3,NA,Specific donor,Proportion,0.143368161,Quarterly,Population in poverty
16042,EC,EC,Above 20%,Commitments,2019,4,NA,Specific donor,Proportion,0.167111263,Quarterly,Population in poverty
16052,EC,EC,Above 20%,Commitments,2020,1,NA,Specific donor,Proportion,0.278322176,Quarterly,Population in poverty
16062,EC,EC,Above 20%,Commitments,2020,2,NA,Specific donor,Proportion,0.234551095,Quarterly,Population in poverty
16072,EC,EC,Above 20%,Commitments,2020,3,NA,Specific donor,Proportion,0.180869402,Quarterly,Population in poverty
16082,EC,EC,Above 20%,Commitments,2020,4,NA,Specific donor,Proportion,0.208224487,Quarterly,Population in poverty
161312,EC,EC,Less than 5%,Commitments,2019,1,NA,Specific donor,Proportion,0.67973041,Quarterly,Population in poverty
161412,EC,EC,Less than 5%,Commitments,2019,2,NA,Specific donor,Proportion,0.65498491,Quarterly,Population in poverty
161512,EC,EC,Less than 5%,Commitments,2019,3,NA,Specific donor,Proportion,0.745416599,Quarterly,Population in poverty
161612,EC,EC,Less than 5%,Commitments,2019,4,NA,Specific donor,Proportion,0.723749524,Quarterly,Population in poverty
161712,EC,EC,Less than 5%,Commitments,2020,1,NA,Specific donor,Proportion,0.614564877,Quarterly,Population in poverty
161812,EC,EC,Less than 5%,Commitments,2020,2,NA,Specific donor,Proportion,0.817462045,Quarterly,Population in poverty
161912,EC,EC,Less than 5%,Commitments,2020,3,NA,Specific donor,Proportion,0.704349069,Quarterly,Population in poverty
162012,EC,EC,Less than 5%,Commitments,2020,4,NA,Specific donor,Proportion,0.668773451,Quarterly,Population in poverty
16252,EC,EC,Not specified,Commitments,2019,1,NA,Specific donor,Proportion,0.02417449,Quarterly,Population in poverty
16262,EC,EC,Not specified,Commitments,2019,2,NA,Specific donor,Proportion,0.075089057,Quarterly,Population in poverty
16272,EC,EC,Not specified,Commitments,2019,3,NA,Specific donor,Proportion,0.009898195,Quarterly,Population in poverty
16282,EC,EC,Not specified,Commitments,2019,4,NA,Specific donor,Proportion,0.018228489,Quarterly,Population in poverty
16292,EC,EC,Not specified,Commitments,2020,1,NA,Specific donor,Proportion,-0.004246917,Quarterly,Population in poverty
16302,EC,EC,Not specified,Commitments,2020,2,NA,Specific donor,Proportion,0.013014529,Quarterly,Population in poverty
16315,EC,EC,Not specified,Commitments,2020,3,NA,Specific donor,Proportion,0.02482449,Quarterly,Population in poverty
16322,EC,EC,Not specified,Commitments,2020,4,NA,Specific donor,Proportion,0.030461912,Quarterly,Population in poverty
16372,European Bank for Reconstruction and Development,European Bank for Reconstruction and Development,5-20%,Commitments,2019,1,NA,Specific donor,Proportion,0.247035102,Quarterly,Population in poverty
16382,European Bank for Reconstruction and Development,European Bank for Reconstruction and Development,5-20%,Commitments,2019,2,NA,Specific donor,Proportion,0.000932249,Quarterly,Population in poverty
16392,European Bank for Reconstruction and Development,European Bank for Reconstruction and Development,5-20%,Commitments,2019,3,NA,Specific donor,Proportion,0.002429066,Quarterly,Population in poverty
16402,European Bank for Reconstruction and Development,European Bank for Reconstruction and Development,5-20%,Commitments,2019,4,NA,Specific donor,Proportion,0.066156894,Quarterly,Population in poverty
16418,European Bank for Reconstruction and Development,European Bank for Reconstruction and Development,5-20%,Commitments,2020,1,NA,Specific donor,Proportion,0.011349922,Quarterly,Population in poverty
16422,European Bank for Reconstruction and Development,European Bank for Reconstruction and Development,5-20%,Commitments,2020,2,NA,Specific donor,Proportion,0.011933904,Quarterly,Population in poverty
16432,European Bank for Reconstruction and Development,European Bank for Reconstruction and Development,5-20%,Commitments,2020,3,NA,Specific donor,Proportion,0.017900766,Quarterly,Population in poverty
16442,European Bank for Reconstruction and Development,European Bank for Reconstruction and Development,5-20%,Commitments,2020,4,NA,Specific donor,Proportion,0.084800667,Quarterly,Population in poverty
164912,European Bank for Reconstruction and Development,European Bank for Reconstruction and Development,Above 20%,Commitments,2019,1,NA,Specific donor,Proportion,0,Quarterly,Population in poverty
165012,European Bank for Reconstruction and Development,European Bank for Reconstruction and Development,Above 20%,Commitments,2019,2,NA,Specific donor,Proportion,0,Quarterly,Population in poverty
165112,European Bank for Reconstruction and Development,European Bank for Reconstruction and Development,Above 20%,Commitments,2019,3,NA,Specific donor,Proportion,0,Quarterly,Population in poverty
165212,European Bank for Reconstruction and Development,European Bank for Reconstruction and Development,Above 20%,Commitments,2019,4,NA,Specific donor,Proportion,0,Quarterly,Population in poverty
165312,European Bank for Reconstruction and Development,European Bank for Reconstruction and Development,Above 20%,Commitments,2020,1,NA,Specific donor,Proportion,0,Quarterly,Population in poverty
165412,European Bank for Reconstruction and Development,European Bank for Reconstruction and Development,Above 20%,Commitments,2020,2,NA,Specific donor,Proportion,0,Quarterly,Population in poverty
165512,European Bank for Reconstruction and Development,European Bank for Reconstruction and Development,Above 20%,Commitments,2020,3,NA,Specific donor,Proportion,0,Quarterly,Population in poverty
165612,European Bank for Reconstruction and Development,European Bank for Reconstruction and Development,Above 20%,Commitments,2020,4,NA,Specific donor,Proportion,0,Quarterly,Population in poverty
