"","country","org_type","flow_type","transaction_type","year","aggregate_type","variable","value"
"2597","UNIDO","UNIDO","Agriculture & food security","Disbursements","2019","Donor","Proportion",0
"2598","UNIDO","UNIDO","Agriculture & food security","Disbursements","2020","Donor","Proportion",0
"2599","UNIDO","UNIDO","Business & industry","Commitments","2018","Donor","Proportion",0
"2600","UNIDO","UNIDO","Business & industry","Commitments","2019","Donor","Proportion",0
"2601","UNIDO","UNIDO","Business & industry","Commitments","2020","Donor","Proportion",0
"2602","UNIDO","UNIDO","Business & industry","Disbursements","2018","Donor","Proportion",1
"2603","UNIDO","UNIDO","Business & industry","Disbursements","2019","Donor","Proportion",1
"2604","UNIDO","UNIDO","Business & industry","Disbursements","2020","Donor","Proportion",1
"2605","UNIDO","UNIDO","Education","Commitments","2018","Donor","Proportion",0
"2606","UNIDO","UNIDO","Education","Commitments","2019","Donor","Proportion",0
"2607","UNIDO","UNIDO","Education","Commitments","2020","Donor","Proportion",0
"2608","UNIDO","UNIDO","Education","Disbursements","2018","Donor","Proportion",0
"2609","UNIDO","UNIDO","Education","Disbursements","2019","Donor","Proportion",0
"2610","UNIDO","UNIDO","Education","Disbursements","2020","Donor","Proportion",0
"2611","UNIDO","UNIDO","Governance & security","Commitments","2018","Donor","Proportion",0
"2612","UNIDO","UNIDO","Governance & security","Commitments","2019","Donor","Proportion",0
"2613","UNIDO","UNIDO","Governance & security","Commitments","2020","Donor","Proportion",0
"2614","UNIDO","UNIDO","Governance & security","Disbursements","2018","Donor","Proportion",0
"2615","UNIDO","UNIDO","Governance & security","Disbursements","2019","Donor","Proportion",0
"2616","UNIDO","UNIDO","Governance & security","Disbursements","2020","Donor","Proportion",0
"2617","UNIDO","UNIDO","Health","Commitments","2018","Donor","Proportion",0
"2618","UNIDO","UNIDO","Health","Commitments","2019","Donor","Proportion",0
"2619","UNIDO","UNIDO","Health","Commitments","2020","Donor","Proportion",0
"2620","UNIDO","UNIDO","Health","Disbursements","2018","Donor","Proportion",0
"2621","UNIDO","UNIDO","Health","Disbursements","2019","Donor","Proportion",0
"2622","UNIDO","UNIDO","Health","Disbursements","2020","Donor","Proportion",0
"2623","UNIDO","UNIDO","Infrastructure","Commitments","2018","Donor","Proportion",0
"2624","UNIDO","UNIDO","Infrastructure","Commitments","2019","Donor","Proportion",0
"2625","UNIDO","UNIDO","Infrastructure","Commitments","2020","Donor","Proportion",0
"2626","UNIDO","UNIDO","Infrastructure","Disbursements","2018","Donor","Proportion",0
"2627","UNIDO","UNIDO","Infrastructure","Disbursements","2019","Donor","Proportion",0
"2628","UNIDO","UNIDO","Infrastructure","Disbursements","2020","Donor","Proportion",0
"2629","UNIDO","UNIDO","Other social services","Commitments","2018","Donor","Proportion",0
"2630","UNIDO","UNIDO","Other social services","Commitments","2019","Donor","Proportion",0
"2631","UNIDO","UNIDO","Other social services","Commitments","2020","Donor","Proportion",0
"2632","UNIDO","UNIDO","Other social services","Disbursements","2018","Donor","Proportion",0
"2633","UNIDO","UNIDO","Other social services","Disbursements","2019","Donor","Proportion",0
"2634","UNIDO","UNIDO","Other social services","Disbursements","2020","Donor","Proportion",0
"2635","UNIDO","UNIDO","Water & sanitation","Commitments","2018","Donor","Proportion",0
"2636","UNIDO","UNIDO","Water & sanitation","Commitments","2019","Donor","Proportion",0
"2637","UNIDO","UNIDO","Water & sanitation","Commitments","2020","Donor","Proportion",0
"2638","UNIDO","UNIDO","Water & sanitation","Disbursements","2018","Donor","Proportion",0
"2639","UNIDO","UNIDO","Water & sanitation","Disbursements","2019","Donor","Proportion",0
"2640","UNIDO","UNIDO","Water & sanitation","Disbursements","2020","Donor","Proportion",0
"2641","Unitaid","Unitaid","Agriculture & food security","Commitments","2018","Donor","Proportion",0
"2642","Unitaid","Unitaid","Agriculture & food security","Commitments","2019","Donor","Proportion",0
"2643","Unitaid","Unitaid","Agriculture & food security","Commitments","2020","Donor","Proportion",0
"2644","Unitaid","Unitaid","Agriculture & food security","Disbursements","2018","Donor","Proportion",0
"2645","Unitaid","Unitaid","Agriculture & food security","Disbursements","2019","Donor","Proportion",0
"2646","Unitaid","Unitaid","Agriculture & food security","Disbursements","2020","Donor","Proportion",0
"2647","Unitaid","Unitaid","Business & industry","Commitments","2018","Donor","Proportion",0
"2648","Unitaid","Unitaid","Business & industry","Commitments","2019","Donor","Proportion",0
"2649","Unitaid","Unitaid","Business & industry","Commitments","2020","Donor","Proportion",0
"2650","Unitaid","Unitaid","Business & industry","Disbursements","2018","Donor","Proportion",0
"2651","Unitaid","Unitaid","Business & industry","Disbursements","2019","Donor","Proportion",0
"2652","Unitaid","Unitaid","Business & industry","Disbursements","2020","Donor","Proportion",0
"2653","Unitaid","Unitaid","Education","Commitments","2018","Donor","Proportion",0
"2654","Unitaid","Unitaid","Education","Commitments","2019","Donor","Proportion",0
"2655","Unitaid","Unitaid","Education","Commitments","2020","Donor","Proportion",0
"2656","Unitaid","Unitaid","Education","Disbursements","2018","Donor","Proportion",0
"2657","Unitaid","Unitaid","Education","Disbursements","2019","Donor","Proportion",0
"2658","Unitaid","Unitaid","Education","Disbursements","2020","Donor","Proportion",0
"2659","Unitaid","Unitaid","Governance & security","Commitments","2018","Donor","Proportion",0
"2660","Unitaid","Unitaid","Governance & security","Commitments","2019","Donor","Proportion",0
"2661","Unitaid","Unitaid","Governance & security","Commitments","2020","Donor","Proportion",0
"2662","Unitaid","Unitaid","Governance & security","Disbursements","2018","Donor","Proportion",0
"2663","Unitaid","Unitaid","Governance & security","Disbursements","2019","Donor","Proportion",0
"2664","Unitaid","Unitaid","Governance & security","Disbursements","2020","Donor","Proportion",0
"2665","Unitaid","Unitaid","Health","Commitments","2018","Donor","Proportion",1
"2666","Unitaid","Unitaid","Health","Commitments","2019","Donor","Proportion",1
"2667","Unitaid","Unitaid","Health","Commitments","2020","Donor","Proportion",1
"2668","Unitaid","Unitaid","Health","Disbursements","2018","Donor","Proportion",1
"2669","Unitaid","Unitaid","Health","Disbursements","2019","Donor","Proportion",1
"2670","Unitaid","Unitaid","Health","Disbursements","2020","Donor","Proportion",1
"2671","Unitaid","Unitaid","Infrastructure","Commitments","2018","Donor","Proportion",0
"2672","Unitaid","Unitaid","Infrastructure","Commitments","2019","Donor","Proportion",0
"2673","Unitaid","Unitaid","Infrastructure","Commitments","2020","Donor","Proportion",0
"2674","Unitaid","Unitaid","Infrastructure","Disbursements","2018","Donor","Proportion",0
"2675","Unitaid","Unitaid","Infrastructure","Disbursements","2019","Donor","Proportion",0
"2676","Unitaid","Unitaid","Infrastructure","Disbursements","2020","Donor","Proportion",0
"2677","Unitaid","Unitaid","Other social services","Commitments","2018","Donor","Proportion",0
"2678","Unitaid","Unitaid","Other social services","Commitments","2019","Donor","Proportion",0
"2679","Unitaid","Unitaid","Other social services","Commitments","2020","Donor","Proportion",0
"2680","Unitaid","Unitaid","Other social services","Disbursements","2018","Donor","Proportion",0
"2681","Unitaid","Unitaid","Other social services","Disbursements","2019","Donor","Proportion",0
"2682","Unitaid","Unitaid","Other social services","Disbursements","2020","Donor","Proportion",0
"2683","Unitaid","Unitaid","Water & sanitation","Commitments","2018","Donor","Proportion",0
"2684","Unitaid","Unitaid","Water & sanitation","Commitments","2019","Donor","Proportion",0
"2685","Unitaid","Unitaid","Water & sanitation","Commitments","2020","Donor","Proportion",0
"2686","Unitaid","Unitaid","Water & sanitation","Disbursements","2018","Donor","Proportion",0
"2687","Unitaid","Unitaid","Water & sanitation","Disbursements","2019","Donor","Proportion",0
"2688","Unitaid","Unitaid","Water & sanitation","Disbursements","2020","Donor","Proportion",0
"2689","UNRWA","UNRWA","Agriculture & food security","Commitments","2018","Donor","Proportion",0
"2690","UNRWA","UNRWA","Agriculture & food security","Commitments","2019","Donor","Proportion",0
"2691","UNRWA","UNRWA","Agriculture & food security","Commitments","2020","Donor","Proportion",0
"2692","UNRWA","UNRWA","Agriculture & food security","Disbursements","2018","Donor","Proportion",0
"2693","UNRWA","UNRWA","Agriculture & food security","Disbursements","2019","Donor","Proportion",0
"2694","UNRWA","UNRWA","Agriculture & food security","Disbursements","2020","Donor","Proportion",0
"2695","UNRWA","UNRWA","Business & industry","Commitments","2018","Donor","Proportion",0
"2696","UNRWA","UNRWA","Business & industry","Commitments","2019","Donor","Proportion",0
"2697","UNRWA","UNRWA","Business & industry","Commitments","2020","Donor","Proportion",0
"2698","UNRWA","UNRWA","Business & industry","Disbursements","2018","Donor","Proportion",0
"2699","UNRWA","UNRWA","Business & industry","Disbursements","2019","Donor","Proportion",0
"2700","UNRWA","UNRWA","Business & industry","Disbursements","2020","Donor","Proportion",0
"2701","UNRWA","UNRWA","Education","Commitments","2018","Donor","Proportion",0
"2702","UNRWA","UNRWA","Education","Commitments","2019","Donor","Proportion",0
"2703","UNRWA","UNRWA","Education","Commitments","2020","Donor","Proportion",0
"2704","UNRWA","UNRWA","Education","Disbursements","2018","Donor","Proportion",0
"2705","UNRWA","UNRWA","Education","Disbursements","2019","Donor","Proportion",0.703325070704673
"2706","UNRWA","UNRWA","Education","Disbursements","2020","Donor","Proportion",0.651527754291804
"2707","UNRWA","UNRWA","Governance & security","Commitments","2018","Donor","Proportion",0
"2708","UNRWA","UNRWA","Governance & security","Commitments","2019","Donor","Proportion",0
"2709","UNRWA","UNRWA","Governance & security","Commitments","2020","Donor","Proportion",0
"2710","UNRWA","UNRWA","Governance & security","Disbursements","2018","Donor","Proportion",0
"2711","UNRWA","UNRWA","Governance & security","Disbursements","2019","Donor","Proportion",0
"2712","UNRWA","UNRWA","Governance & security","Disbursements","2020","Donor","Proportion",0
"2713","UNRWA","UNRWA","Health","Commitments","2018","Donor","Proportion",0
"2714","UNRWA","UNRWA","Health","Commitments","2019","Donor","Proportion",0
"2715","UNRWA","UNRWA","Health","Commitments","2020","Donor","Proportion",0
"2716","UNRWA","UNRWA","Health","Disbursements","2018","Donor","Proportion",0
"2717","UNRWA","UNRWA","Health","Disbursements","2019","Donor","Proportion",0.186963016267903
"2718","UNRWA","UNRWA","Health","Disbursements","2020","Donor","Proportion",0.21079122474249
"2719","UNRWA","UNRWA","Infrastructure","Commitments","2018","Donor","Proportion",0
"2720","UNRWA","UNRWA","Infrastructure","Commitments","2019","Donor","Proportion",0
"2721","UNRWA","UNRWA","Infrastructure","Commitments","2020","Donor","Proportion",0
"2722","UNRWA","UNRWA","Infrastructure","Disbursements","2018","Donor","Proportion",0
"2723","UNRWA","UNRWA","Infrastructure","Disbursements","2019","Donor","Proportion",0
"2724","UNRWA","UNRWA","Infrastructure","Disbursements","2020","Donor","Proportion",0
"2725","UNRWA","UNRWA","Other social services","Commitments","2018","Donor","Proportion",0
"2726","UNRWA","UNRWA","Other social services","Commitments","2019","Donor","Proportion",0
"2727","UNRWA","UNRWA","Other social services","Commitments","2020","Donor","Proportion",0
"2728","UNRWA","UNRWA","Other social services","Disbursements","2018","Donor","Proportion",0
"2729","UNRWA","UNRWA","Other social services","Disbursements","2019","Donor","Proportion",0.0765504287607784
"2730","UNRWA","UNRWA","Other social services","Disbursements","2020","Donor","Proportion",0.0955930923507724
"2731","UNRWA","UNRWA","Water & sanitation","Commitments","2018","Donor","Proportion",0
"2732","UNRWA","UNRWA","Water & sanitation","Commitments","2019","Donor","Proportion",0
"2733","UNRWA","UNRWA","Water & sanitation","Commitments","2020","Donor","Proportion",0
"2734","UNRWA","UNRWA","Water & sanitation","Disbursements","2018","Donor","Proportion",0
"2735","UNRWA","UNRWA","Water & sanitation","Disbursements","2019","Donor","Proportion",0.0331614842666459
"2736","UNRWA","UNRWA","Water & sanitation","Disbursements","2020","Donor","Proportion",0.0420879286149332
"2737","US","US","Agriculture & food security","Commitments","2018","Donor","Proportion",0.0421386920574245
"2738","US","US","Agriculture & food security","Commitments","2019","Donor","Proportion",0.0462081482813616
"2739","US","US","Agriculture & food security","Commitments","2020","Donor","Proportion",0.0711710324973876
"2740","US","US","Agriculture & food security","Disbursements","2018","Donor","Proportion",0.0895027722146827
"2741","US","US","Agriculture & food security","Disbursements","2019","Donor","Proportion",0.0759024234037664
"2742","US","US","Agriculture & food security","Disbursements","2020","Donor","Proportion",0.0635285163270831
